Sr No,Movie Name,Storyline,,,,,,,,,
6171, Runaway Revenge,"Sofía, a former Olympic runner, agrees to work as a drug mule for a cartel to pay for her leg surgery. After being ambushed by corrupt police officers, she discovers that what she's carrying is something out of this world.",,,,,,,,,
6172, 8 Views of Lake Biwa,"On the shimmering shores of Europe's otherworldly edge, two teenage girls, Hanake and her best friend are discussing their first love interest while gazing out at yachts sailing to Kyoto. They whisper prayers and poems, the language of their longings. But the magic is fading in their isolated fishing village as they come to terms with a recent disaster, with some indulging in acts of erotic art, some in spiritual spells. It becomes clear that intimacy alone won't help them process their loss. In a deeply visceral tale, acclaimed Estonian director Marko Raat explores themes of love, illuminating the lives of a community who still believe that they are connected to the universe.",,,,,,,,,
6173, Heart of the Man,"A coming-of-age drama that follows the story of Chris Wundurra, a rising amateur boxer torn between pleasing his father and following his heart.",,,,,,,,,
6174, The Colonizer,"When a devout Christian struggles to align his principles against the challenges of an unexpected, boundary-pushing stranger, he must persevere without losing his Faith.",,,,,,,,,
6175, Rape Play,A former fan-girl explores the lasting psychological effects of growing up terminally online within the context of her sexual assault.,,,,,,,,,
6177, Balu Gaani Talkies,"Balu fights to save his late father's adult movie theatre, risking everything to retain ownership of the property and preserve his family's legacy.",,,,,,,,,
6178, The Despaired,"A grieving mail carrier finds a mysterious letter that resurrects her husband from the dead, with the race against time she must make three sacrifices before he's banished to the abyss for eternity.",,,,,,,,,
6179, More na dvoikh,"Anna is independent and principled, she uses a wheelchair, but does not stop in the face of difficulties, inspires others and always relies only on herself. While working as a psychologist in a rehabilitation center, she meets young Maksim, who has just gotten a job at a social center. Maksim was raised by his grandmother. Young, frivolous and irresponsible. This acquaintance will forever change both the fate of the heroes and their worldview.",,,,,,,,,
6180, Winner,"Chloe's dream trip to Borneo transforms into a waking nightmare when she realizes she's the target of a ruthless scam. With her private photos held hostage, she races to outwit the blackmailer before her secrets are exposed to the world.",,,,,,,,,
6181, Brush of the God,"A boy comes across a rabbit, guardian of a magical brush to prevent the Yamata no Orochi from re-emerging in the modern world.",,,,,,,,,
6182, Twisted Marriage,"Two married couples who have been long-time friends decide to swap partners for a weekend, leading to lots of questions and jealousy.",,,,,,,,,
6183, Anshu,"A woman navigates personal tragedies to uncover her inner strength and life's purpose, braving obstacles with resilience to find herself amidst chaos.",,,,,,,,,
6184, Abba: 50 Years Since Eurovision,"Chronicling ABBA's rise from Eurovision to global stardom, their iconic sound, record-breaking success, solo endeavors, ABBA Gold revival, and cutting-edge hologram tour ""Voyage"" that reunited the virtual band.",,,,,,,,,
6185, Fake Boyfriend,"A student's fake claims about dating a campus bad boy cause his relationship to end. Her lies spiral into complications, forcing her to confront her intentions and consequences.",,,,,,,,,
6186, 11:11,"11:11 is about an outcast writer who, due to his troubled state of mind, lives in a derelict house with his delusions. He is suddenly threatened by mysterious figures in black to write a story they want. Otherwise, at exactly 11:11, they will raid his house and not eliminate him, but force him to comply with their demands in their own way, which is worse than annihilation. Now he is caught in a dilemma between staying and submitting or erasing himself before the appointed time.",,,,,,,,,
6187, Room 4D,"Dr Charlotte Goettling is in a race against time. Left to die, wounded and alone in an apartment building about to be demolished. She only has her research and her self-determination to help her.",,,,,,,,,
6188, Love Is Love,"That incident at the farewell party, not only ended Aryan Ashley's friendship, but made them realize there is more to their friendship. A stranger, an aging female prostitute distressed by society, become a communication link between them",,,,,,,,,
6189, Hood Riches,"As the Matriarch of her family Tippy Winston is the most powerful piece in the game! With the help of her sons, she's made a plan to reform the hood and make everyone rich, but the plan is threatened when her shady past resurfaces.",,,,,,,,,
6190, All We Need Is Time,"One year after the accident of his elder sister, Ombak, a suicide survivor gets an anxiety attack because he is tortured by remorse and guilt-tripping from his mother.",,,,,,,,,
6191, Queens of Christmas,"Doris and Julia, life-long friends and feuding neighbors, engage in a hilarious competition for the annual 'Queen of Christmas' title, discovering the true spirit of the holiday and the value of their sisterly bond along the way.",,,,,,,,,
6192, A Postcard from Rome,"Ernests (70) and Alvine (64), two married postal workers, have developed a scheme to win a trip to Rome, but Alvine's rapidly progressing Alzheimer's disease complicates their scheme.",,,,,,,,,
6193, Sabaton: The Tour to End All Tours,"Experience the explosive power of Sabaton's legendary stage show in Sabaton: The Tour to End All Tours. Filmed during their European Tour at the iconic Ziggo Dome Venue in 2023, this electrifying concert film captures the essence of Sabaton's monumental stage presence and showcases the band's ability to tell historical tales through heavy metal. With sold-out arenas, quadruple-platinum sales, and a legion of loyal fans spanning the globe, Sabaton brings their bombastic live experience to the big screen this fall. From the heart-pounding energy to the immersive stage design featuring military props and historical themes, every moment is a testament to the band's unparalleled showmanship. Join Sabaton and their devoted fans as they create an unforgettable live experience complete with spectacular pyrotechnics, captivating visuals, and their iconic sound. Sabaton: The Tour to End All Tours is a celebration of music, camaraderie, and the unbreakable bond between Sabaton and their fans. This is the ultimate heavy metal experience: celebrating the largest tour Sabaton has ever embarked on.",,,,,,,,,
6194, Sala Escura,"Nine people are invited to an exclusive movie screening, but soon discover that they are trapped in the room and begin to be killed by a masked figure. As the horror progresses, they suspect that there is a connection between them.",,,,,,,,,
6195, Learning Curve,"An ambitious and hardworking senior girl finds her world turned inside out when her high school dropout dad, newly laid off, returns to high school to earn his diploma. Together they battle rumors, school enemies, and an evil vice principal in this heartfelt comedy.",,,,,,,,,
6196, Anywhere Anytime,A young man living in the shadows of an Italian metropolis finds work as a delivery rider. The theft of his bicycle triggers a chain of life-changing events.,,,,,,,,,
